name,salary,experience,time,company,address,tags,hh_link,field
Ведущий ИТ-аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",АО КБ Урал ФД,Пермь,"['SQL', 'MS Excel', 'MS Visio', 'Постановка задач разработчикам', 'Техническая документация']",https://odintsovo.hh.ru/vacancy/86734299,IT Analyst
Аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",БКС Бизнес и процессы,Москва,"['SQL', 'Tableau', 'Работа с базами данных', 'Power BI']",https://odintsovo.hh.ru/vacancy/93540293,Data Analyst
Аналитик по продажам,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ТОО PepsiCo Kazakhstan,Алматы,[],https://odintsovo.hh.ru/vacancy/93579398,Analyst
Кредитный аналитик МСБ,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",АО КБ Урал ФД,Пермь,"['Экономический анализ', 'Анализ данных', 'Аналитическое мышление', 'Финансовый анализ', 'Бухгалтерский учет', 'Анализ финансовых показателей', 'Финансовая отчетность']",https://odintsovo.hh.ru/vacancy/89816027,Finance Analyst
Аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ФГУП ФЭО,Москва,"['Работа с системами аналитики', 'SQL', 'Аналитика']",https://odintsovo.hh.ru/vacancy/93541791,Data Analyst
Старший аналитик по исследованию данных,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Перекрёсток,Москва,[],https://odintsovo.hh.ru/vacancy/90660936,Data Analyst
Аналитик Power BI,80000 до 100000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",myBI,Москва,"['Power BI', 'DAX', 'SQL']",https://odintsovo.hh.ru/vacancy/93037918,BI Analyst
Системный аналитик (middle+/senior),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО РТ КИС,Новосибирск,"['BPMN', 'UML', 'XML', 'REST', 'SOAP', 'PostgreSQL', 'PHP', 'Системный анализ', 'JSON API', 'Redmine', 'ГОСТ 19', 'РД 50', 'SQL', 'NoSQL', 'MSF', 'Rational Unified Process', 'OpenAPI', 'Swagger', 'ТЗ']",https://odintsovo.hh.ru/vacancy/93055880,System Analyst
Системный аналитик,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Центр Орбита,Москва,"['SQL', 'UML', 'BPMN', 'Системный анализ', 'EPC']",https://odintsovo.hh.ru/vacancy/89856189,System Analyst
Ведущий аналитик Power BI,200000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Globaldrive,Москва,"['Power BI', 'Анализ данных', 'Аналитическое мышление', 'SQL', 'Python', 'MS SQL']",https://odintsovo.hh.ru/vacancy/92825541,BI Analyst
Аналитик рынка недвижимости,80000 ₽ на руки,Требуемый опыт работы: не требуется,"Полная занятость, гибкий график",Агентство недвижимости СОВА,Курган,"['Ведение переговоров', 'Деловое общение', 'Телефонные переговоры', 'Работа с большим объемом информации', 'Ведение клиентской базы', 'Работа с базами данных', 'Навыки переговоров', 'Коммуникабельность', 'Вторичная недвижимость', 'Жилая недвижимость', 'Развитие продаж']",https://odintsovo.hh.ru/vacancy/88905970,Analyst
Аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ГАПОУ СО Уральский колледж строительства, архитектуры и предпринимательства",Екатеринбург,"['Аналитические исследования', 'Прогнозирование', 'MS Access', 'Internet', 'Работа с базами данных']",https://odintsovo.hh.ru/vacancy/92171526,Analyst
