,field,salary,experience,company,address,tags,job type,job hours,sql,python,анализ данных,аналитическое мышление,postgresql,etl,ms excel,аналитика,power bi,работа с большим объемом информации,работа с базами данных,системный анализ,linux,clickhouse,bpmn,data analysis,английский язык,dwh,базы данных,бизнес-анализ,ml,big data,git,ms sql,uml,machine learning,spark,airflow,hadoop,docker,kafka,аналитические исследования,сбор и анализ информации,математическая статистика,английскийb1 — средний,разработка технических заданий,английскийb2 — средне-продвинутый,rest,kubernetes,ms powerpoint,анализ бизнес показателей,tableau,data science,pandas,oracle,pytorch,nlp,постановка задач разработчикам,atlassian jira,a/b тесты
67,System Analyst,0.0,3–6 лет,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Data Analyst,104400.0,1–3 года,Polaris,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Data DevOps,0.0,1–3 года,Сбер для экспертов,Москва,операционные риски ит риски методология,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Data Analyst,0.0,3–6 лет,ООО ГК Иннотех | Финтех (Иннотех),Москва,bpmn scrum atlassian jira xml soap uml idef системный анализ agile rest,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
71,Data Analyst,0.0,1–3 года,Представительство торговой марки Kabrita в России,Курск,google analytics составление семантического ядра аналитика оптимизация бизнес-процессов аналитическое мышление seo google adwords power bi анализ данных маркетинговый анализ,полная занятость,полный день,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Data Analyst,0.0,3–6 лет,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Data Analyst,0.0,1–3 года,Аванта,Москва,аналитическое мышление sql qlikview ms excel etl,полная занятость,полный день,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Data Analyst,0.0,не требуется,Syndicate Group,Москва,анализ данных ms excel аналитическое мышление sql python data analysis,полная занятость,полный день,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Data Analyst,0.0,1–3 года,RAKETA,Екатеринбург,бизнес-анализ анализ данных техническая документация sql,полная занятость,удаленная работа,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Data Analyst,52200.0,1–3 года,Юрент,Москва,аналитика продаж впр power query google таблицы exel работа с большим объемом информации точность и внимательность к деталям,полная занятость,удаленная работа,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Data DevOps,60000.0,1–3 года,ООО Ташир-М,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Data Analyst,70000.0,1–3 года,Аптека Миницен,Хабаровск,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Data Analyst,35000.0,не требуется,АО Союзпечать-Алтай,Барнаул,1с работа с базами данных ms excel,полная занятость,полный день,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Data Analyst,108750.0,1–3 года,ООО Рево Чардж Рус,Москва,анализ данных прогнозирование аналитика аналитическое мышление статистический анализ рабо    та с базами данных работа с большим объемом информации,полная занятость,полный день,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Data Analyst,0.0,1–3 года,Иннова,Москва,sql математическая статистика,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,System Analyst,0.0,3–6 лет,Лига Цифровой Экономики,Москва,разработка технических заданий системный анализ bpmn системный подход деловая коммуникация sql uml json,полная занятость,удаленная работа,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Data Analyst,0.0,1–3 года,Ozon Офис и Коммерция,Москва,ms sql python анализ данных сбор и анализ информации power bi,полная занятость,полный день,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Data Analyst,0.0,1–3 года,ООО ФЛАУВАУ,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Data Analyst,130000.0,1–3 года,"Красное & Белое, розничная сеть",Москва,ms excel аналитика продаж анализ данных olap автоматизация процессов подготовка отчетов,полная занятость,полный день,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Data Analyst,0.0,не требуется,ИП Чернядьева Екатерина Анатольевна,Киров,ms excel google таблицы работа с базами данных аналитический склад ума точность и внимательность к деталям ориентация на результат,полная занятость,полный день,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Data Analyst,45000.0,1–3 года,Региональный кадровый центр здравоохранения Тюменской области,Тюмень,ms office сбор и анализ информации базы данных работа с большим объемом информации работа с базами данных разработка технических заданий разработка регламентов оптимизация бизнес процессов 1с-битрикс,полная занятость,полный день,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Data Analyst,0.0,1–3 года,ИДС Боржоми,Москва,ms powerpoint аналитические исследования регрессионный анализ eviews статистический анализ,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,Data Analyst,45000.0,1–3 года,ООО Жар Свежар,Казань,аналитическое мышление экономический анализ финансовый анализ анализ данных power bi ms power bi анализ финансовых показателей аналитические исследования базы данных 1с: бухгалтерия 1с: зарплата и управление персоналом ms excel подготовка отчетов анализ бизнес показателей,полная занятость,полный день,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,Data Analyst,77430.0,1–3 года,ГКУ города Москвы Центр занятости населения города Москвы,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Data Analyst,0.0,1–3 года,Lamoda,Москва,sql ms excel sap access power bi работа с большим объемом информации,полная занятость,полный день,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Data Analyst,0.0,1–3 года,Полюс,Владивосток,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Data Analyst,50000.0,1–3 года,ООО Квалитет Трейд,Нижний,аналитическое мышление работа с большим объемом информации сбор и анализ информации переговоры с партнерами ms excel анализ данных работа с базами данных прогнозирование,полная занятость,полный день,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Data Analyst,0.0,1–3 года,Ozon Fintech,Воронеж,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Data Analyst,69600.0,1–3 года,"Компания «СПОРТМАСТЕР», Логистика",Балашиха,sql базы данных аналитика аналитическое мышление power bi анализ данных tableau,полная занятость,полный день,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,Data Analyst,69600.0,1–3 года,"Компания «СПОРТМАСТЕР», Логистика",Москва,sql базы данных аналитика аналитическое мышление power bi анализ данных tableau,полная занятость,полный день,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,Data Analyst,0.0,1–3 года,АО КБ Урал ФД,Пермь,sql ms excel ms visio постановка задач разработчикам техническая документация,полная занятость,полный день,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,Data Analyst,0.0,1–3 года,БКС Бизнес и процессы,Москва,sql tableau работа с базами данных power bi,полная занятость,полный день,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,Data Analyst,0.0,1–3 года,ТОО PepsiCo Kazakhstan,Алматы,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Data Analyst,0.0,1–3 года,АО КБ Урал ФД,Пермь,экономический анализ анализ данных аналитическое мышление финансовый анализ бухгалтерский учет анализ финансовых показателей финансовая отчетность,полная занятость,полный день,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Data Analyst,0.0,1–3 года,ФГУП ФЭО,Москва,работа с системами аналитики sql аналитика,полная занятость,полный день,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Data Analyst,0.0,3–6 лет,Перекрёсток,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Data Analyst,90000.0,3–6 лет,myBI,Москва,power bi dax sql,полная занятость,удаленная работа,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,System Analyst,0.0,3–6 лет,ООО РТ КИС,Новосибирск,bpmn uml xml rest soap postgresql php системный анализ json api redmine гост 19 рд 50 sql nosql msf rational unified process openapi swagger тз,полная занятость,полный день,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,System Analyst,0.0,3–6 лет,ООО Центр Орбита,Москва,sql uml bpmn системный анализ epc,полная занятость,удаленная работа,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Data Analyst,200000.0,1–3 года,ООО Globaldrive,Москва,power bi анализ данных аналитическое мышление sql python ms sql,полная занятость,полный день,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Data Analyst,80000.0,не требуется,Агентство недвижимости СОВА,Курган,ведение переговоров деловое общение телефонные переговоры работа с большим объемом информации ведение клиентской базы работа с базами данных навыки переговоров коммуникабельность вторичная недвижимость жилая недвижимость развитие продаж,полная занятость,гибкий график,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Data Analyst,0.0,1–3 года,"ГАПОУ СО Уральский колледж строительства, архитектуры и предпринимательства",Екатеринбург,аналитические исследования прогнозирование ms access internet работа с базами данных,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Data Analyst,0.0,1–3 года,ЛАЙФСТРИМ,Москва,sql прогнозирование tableau анализ данных аналитическое мышление аналитические исследования работа с большим объемом информации power bi data analysis анализ бизнес показателей сбор и анализ информации,полная занятость,полный день,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
110,Data Analyst,45000.0,1–3 года,FINIST финансы и страхование,Рязань,ms excel аналитика прогнозирование сбор и анализ информации аналитика продаж аналитическое мышление анализ данных,полная занятость,полный день,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,System Analyst,0.0,3–6 лет,М.Видео-Эльдорадо. ИТ,Москва,системный анализ bpmn uml idef0 ms sql разработка технических заданий постановка задач разработчикам,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,Data Analyst,0.0,1–3 года,А-100 Девелопмент,Минск,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Data Analyst,0.0,3–6 лет,Росбанк: Аналитика,Москва,sql dwh greenplum postgresql,полная занятость,удаленная работа,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Data DevOps,0.0,3–6 лет,"Beeline, ТМ",Алматы,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Data Analyst,0.0,3–6 лет,ООО ИнЭнерджи,Москва,ms powerpoint бизнес-планирование бизнес-анализ анализ рисков анализ рынка подготовка презентаций финансовый анализ английский\xa0— c1 — продвинутый,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,Data Analyst,0.0,3–6 лет,AWG,Москва,sql python bi power bi qlik view apache superset postgresql apache airflow etl greenplum,полная занятость,полный день,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Data Analyst,130500.0,1–3 года,ООО НОРКЕМ,Москва,аналитическое мышление сбор и анализ информации аналитика анализ бизнес показателей маркетинговые исследования аналитические исследования работа с большим объемом информации английский язык маркетинговый анализ визуализация данных,полная занятость,полный день,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
